date,campaign_id,campaign_name,platform,target_age,target_gender,daily_budget,spend,impressions,clicks,ctr,conversions,cvr,revenue,roas,creative_type,ad_position
2025-04-20,campaign_1,캠페인_1,Naver,18-24,남성,94120.92325370702,68759.8978542961,1292974,8549,0.006612628482098794,846,0.09896822616199703,26952934.469825506,391.986249411531,이미지,검색
2025-04-21,campaign_1,캠페인_1,Naver,18-24,남성,35288.21074425537,35117.31958272787,689155,18199,0.02640821301343837,470,0.02586073409563385,13064144.701301595,372.01428971609425,이미지,디스플레이
2025-04-22,campaign_1,캠페인_1,Naver,18-24,남성,78195.28662978459,75768.39293409139,1191633,18404,0.01544492697178216,1693,0.09201553339034146,69892175.46904545,922.44500328577,텍스트,피드
2025-04-23,campaign_1,캠페인_1,Naver,18-24,남성,45607.77055385192,38761.72000157943,557437,11505,0.02064069222101214,298,0.025966275107803083,9439923.046236716,243.53725907550196,캐러셀,스토리
2025-04-24,campaign_1,캠페인_1,Naver,18-24,남성,33985.684785832884,27463.823717070984,419096,2098,0.005006696989660488,111,0.053239734893912635,4033482.135500932,146.86527910510137,텍스트,디스플레이
2025-04-25,campaign_1,캠페인_1,Naver,18-24,남성,65462.033233908645,61216.49316746758,705767,20619,0.029215544863319103,1975,0.09579327686261853,50863486.94638768,830.8788092000372,이미지,디스플레이
2025-04-26,campaign_1,캠페인_1,Naver,18-24,남성,70571.69961885698,62860.0784129438,891010,7729,0.008674632828714883,675,0.0873424713720442,30458417.0970378,484.543097400368,이미지,검색
2025-04-27,campaign_1,캠페인_1,Naver,18-24,남성,56441.52799513771,45471.76508129368,712469,11263,0.015808713729875534,274,0.024363909959899614,6168848.4152358575,135.6632715753895,이미지,스토리
2025-04-28,campaign_1,캠페인_1,Naver,18-24,남성,63040.41847959358,58241.29545929861,1159009,13172,0.0113655991976233,179,0.013620385001441013,4489241.3969621025,77.08004022848989,비디오,피드
2025-04-29,campaign_1,캠페인_1,Naver,18-24,남성,97121.84058718428,73526.5118763382,1088402,18161,0.016686662893573557,491,0.027071093137298344,6284652.382530092,85.4746433925771,이미지,디스플레이
2025-04-30,campaign_1,캠페인_1,Naver,18-24,남성,31512.994089610373,23092.73023958306,421311,2381,0.005653021853504019,169,0.07106145842653275,7879755.87659769,341.22235850185723,비디오,검색
2025-05-01,campaign_1,캠페인_1,Naver,18-24,남성,69480.97492999327,60732.51213734632,853666,7312,0.008566475555943266,599,0.0819923617491528,18681320.45129192,307.59999535412254,이미지,검색
2025-05-02,campaign_1,캠페인_1,Naver,18-24,남성,43065.842128744196,34065.404802016936,408823,8307,0.020320119350610365,258,0.03112125363596454,1870530.6177129722,54.90997769098057,비디오,스토리
2025-05-03,campaign_1,캠페인_1,Naver,18-24,남성,98332.58814386236,88573.8869939363,1052069,23367,0.022210989185485988,1340,0.05735375652653986,64134031.78723571,724.0738096051522,비디오,피드
2025-05-04,campaign_1,캠페인_1,Naver,18-24,남성,44251.50953249607,31369.655331642585,581278,6777,0.01166039578843996,588,0.08684566802235763,23792248.480705343,758.4478767513295,텍스트,피드
2025-04-05,campaign_2,캠페인_2,Naver,45-54,모두,18064.444845075188,17579.145975233863,203026,5442,0.02680729030818377,216,0.03977499564677514,7651189.07371806,435.2423652717448,캐러셀,검색
2025-04-06,campaign_2,캠페인_2,Naver,45-54,모두,89712.14080044886,70088.95403537822,1193277,6652,0.00557484196784095,486,0.0731931746881,4617593.129936349,65.8818952784709,비디오,피드
2025-04-07,campaign_2,캠페인_2,Naver,45-54,모두,30747.761656264167,25250.274108707865,319453,3342,0.01046382261504077,90,0.027040408687902584,1603603.798108922,63.50837187767002,비디오,피드
2025-04-08,campaign_2,캠페인_2,Naver,45-54,모두,55147.7202129712,43356.07054750109,730373,21718,0.02973676267695667,994,0.04577829682954643,31038038.46853391,715.8867968564749,비디오,스토리
2025-04-09,campaign_2,캠페인_2,Naver,45-54,모두,45489.14656388377,42359.534596297315,462705,10384,0.02244248649552832,869,0.08377628620205675,39036116.06438252,921.5426098613158,캐러셀,디스플레이
2025-04-10,campaign_2,캠페인_2,Naver,45-54,모두,70319.55316042429,54620.258369909425,591797,13314,0.02249830904573101,1298,0.09751592730350905,18201701.135549072,333.2408465057075,이미지,디스플레이
2025-04-11,campaign_2,캠페인_2,Naver,45-54,모두,53172.86484854267,43770.22868855748,834777,10793,0.012929977991536092,595,0.05520455443699227,23946864.27544079,547.1039332655129,캐러셀,피드
2025-04-12,campaign_2,캠페인_2,Naver,45-54,모두,86531.10500667812,75038.08966657864,1136172,29743,0.026179014663455995,1623,0.05457489651371316,37769610.98021728,503.3391861125638,비디오,스토리
2025-04-13,campaign_2,캠페인_2,Naver,45-54,모두,13937.237371809731,11476.472546630683,204232,6006,0.02941134244031981,86,0.01434923938049492,2261263.809497441,197.0347421918692,텍스트,디스플레이
2025-04-14,campaign_2,캠페인_2,Naver,45-54,모두,93185.09445444972,76464.29697494493,1336783,14750,0.011034378278479216,245,0.016665132169082247,1849073.693723353,24.182183932577573,텍스트,디스플레이
2025-04-15,campaign_2,캠페인_2,Naver,45-54,모두,29566.28190052117,27328.34790657012,390748,7226,0.01849298737829346,547,0.07580880472573139,23376623.634328894,855.3983473222991,이미지,스토리
2025-04-16,campaign_2,캠페인_2,Naver,45-54,모두,32558.602147907128,26584.560816919533,304579,5965,0.019585298603674767,230,0.03868469828655968,7698317.555796818,289.57851170884436,텍스트,검색
2025-04-17,campaign_2,캠페인_2,Naver,45-54,모두,81010.16620496882,73589.34462904473,1098456,12060,0.010979431690698191,236,0.0196323286495082,3470057.2214385206,47.15434332145058,텍스트,피드
2025-04-18,campaign_2,캠페인_2,Naver,45-54,모두,28274.375177691996,28271.5657523545,412664,2695,0.00653192843200057,173,0.06446272121216765,2282930.3574814787,80.75005033250953,텍스트,디스플레이
2025-04-19,campaign_2,캠페인_2,Naver,45-54,모두,12255.889204748399,12096.688962434495,230503,2210,0.009588023137102615,57,0.02582818188845188,2399688.806911826,198.37567241448536,텍스트,스토리
2025-04-20,campaign_2,캠페인_2,Naver,45-54,모두,97822.59136401783,71524.02557970995,1208295,24488,0.020266639911220744,2114,0.08635292967248506,47322191.113170594,661.6265056338639,캐러셀,검색
2025-04-21,campaign_2,캠페인_2,Naver,45-54,모두,82486.65134038845,78890.46993273399,809593,19621,0.024235784476945212,1430,0.07290227135101385,17572730.632190734,222.7484593154805,텍스트,피드
2025-04-22,campaign_2,캠페인_2,Naver,45-54,모두,31159.634648510902,28381.67733238627,531390,13460,0.02533160088178407,151,0.011272828781394063,4952082.909212798,174.4816858854916,캐러셀,디스플레이
2025-04-23,campaign_2,캠페인_2,Naver,45-54,모두,71126.05724344346,60753.83453911354,1012077,25928,0.025618964516407033,1321,0.05097654491420868,22944705.183446225,377.6667819818738,캐러셀,검색
2025-04-24,campaign_2,캠페인_2,Naver,45-54,모두,96668.41246045787,82809.06577562,1247566,9792,0.007849547565330517,770,0.0787317384997712,22051129.788987935,266.288836644261,이미지,검색
2025-04-25,campaign_2,캠페인_2,Naver,45-54,모두,53362.03143183981,46745.75493172838,694913,19160,0.027573141155894314,214,0.011173281518218697,8005303.8110709265,171.25199545418783,캐러셀,피드
2025-04-26,campaign_2,캠페인_2,Naver,45-54,모두,11029.105654474346,9865.427879574778,187216,1778,0.009500000285438941,63,0.035710597860299204,2366571.069647348,239.88529423513992,이미지,스토리
2025-04-27,campaign_2,캠페인_2,Naver,45-54,모두,54066.305227166995,42607.07121176631,633426,12381,0.019547210418646595,600,0.048487696310873615,26327711.104334787,617.9188185332054,캐러셀,피드
2025-04-28,campaign_2,캠페인_2,Naver,45-54,모두,32613.961332053394,31265.892837054227,326598,2489,0.0076239450535436,153,0.061633267196135155,3275884.7332981722,104.77502594826957,비디오,스토리
2025-04-29,campaign_2,캠페인_2,Naver,45-54,모두,38195.84017235073,30547.540419221164,359282,7876,0.021923115442492345,538,0.06842988001065817,17566159.144940358,575.0433227641253,텍스트,피드
2025-04-30,campaign_2,캠페인_2,Naver,45-54,모두,20744.27156323573,16090.012292081637,210664,5506,0.0261382424156445,145,0.026436566702055984,2065269.9359434573,128.35726278219417,비디오,스토리
2025-05-01,campaign_2,캠페인_2,Naver,45-54,모두,21388.44392043056,18481.07331336399,243317,6286,0.025837144744776247,135,0.02152236878081789,2729253.8200371503,147.67831790719526,캐러셀,피드
2025-05-02,campaign_2,캠페인_2,Naver,45-54,모두,62817.13436255678,50330.08194604973,597673,16176,0.02706621609520305,888,0.054936035303021824,24450549.109607883,485.8038803874218,캐러셀,스토리
2025-05-03,campaign_2,캠페인_2,Naver,45-54,모두,35410.367692818996,33313.65695714375,383365,2824,0.007368394775164756,251,0.08895115725790959,7274112.350028114,218.35226193827575,텍스트,디스플레이
2025-05-04,campaign_2,캠페인_2,Naver,45-54,모두,76863.77648273222,61048.34949692434,720554,17646,0.024490305908395692,1493,0.08463539052028271,37319994.748845816,611.3186524514643,이미지,피드
2025-04-05,campaign_3,캠페인_3,Meta,45-54,모두,64620.40143839433,45250.7007310625,563265,9240,0.016404858863585565,97,0.010594414635120872,1260150.7930848224,27.84820506038678,캐러셀,피드
2025-04-06,campaign_3,캠페인_3,Meta,45-54,모두,84719.96644293162,64212.32905170472,1104004,17140,0.015525606049627952,738,0.043062176576813084,9665249.516891962,150.52015180931002,텍스트,스토리
2025-04-07,campaign_3,캠페인_3,Meta,45-54,모두,40412.85296033969,36413.791791182004,552570,14231,0.025754918422459683,177,0.012503532981731201,8234303.9095152635,226.13146020979033,비디오,검색
2025-04-08,campaign_3,캠페인_3,Meta,45-54,모두,76655.39881188075,60537.47602504708,1108922,31251,0.028181997153168367,2590,0.08287955366178057,128336953.93463947,2119.9587819211474,캐러셀,검색
2025-04-09,campaign_3,캠페인_3,Meta,45-54,모두,71128.31906839073,64692.891906192504,1158361,11096,0.0095793708385725,587,0.052978742670130655,11624043.662579287,179.68038404334519,비디오,검색
2025-04-10,campaign_3,캠페인_3,Meta,45-54,모두,95790.43109698499,81614.89614522412,817392,19423,0.02376222580609574,1467,0.07555328274961094,48113412.60285352,589.5175375490444,이미지,디스플레이
2025-04-11,campaign_3,캠페인_3,Meta,45-54,모두,62634.403320229685,60830.12043037313,905387,17819,0.019681972190777195,946,0.0531138060059456,44770382.90889943,735.9903710883515,텍스트,피드
2025-04-12,campaign_3,캠페인_3,Meta,45-54,모두,58005.64379228966,41211.39490612929,529010,3460,0.006541211229254891,279,0.08066468078004038,4182250.843947561,101.48287514833775,텍스트,스토리
2025-04-13,campaign_3,캠페인_3,Meta,45-54,모두,40880.90908311568,33489.81335081554,362831,10473,0.02886589376600111,317,0.0303563962683741,10837916.391194854,323.6182978287913,캐러셀,피드
2025-04-14,campaign_3,캠페인_3,Meta,45-54,모두,54147.23239923352,51321.62296844409,536895,9972,0.018573464097889566,804,0.08069354651956186,38651141.532572985,753.116119424716,이미지,스토리
2025-04-15,campaign_3,캠페인_3,Meta,45-54,모두,99258.77354809665,92642.28815381908,1746785,31286,0.01791071580034481,1069,0.03419756543097552,46360315.72768547,500.4228268920872,비디오,피드
2025-04-16,campaign_3,캠페인_3,Meta,45-54,모두,90851.71074471631,68288.39962329804,1028163,8786,0.008545428070648975,757,0.08617755982571522,22208758.01612917,325.2200686886822,비디오,스토리
2025-04-17,campaign_3,캠페인_3,Meta,45-54,모두,89520.5373801122,86437.43430412798,1294762,12262,0.009470978742336725,638,0.05207121177079696,16182179.49202994,187.212630989177,비디오,검색
2025-04-18,campaign_3,캠페인_3,Meta,45-54,모두,18283.882739000972,17070.860180001117,293344,7585,0.025857712970476527,193,0.0255601254081579,2345817.8256914355,137.41649811177132,캐러셀,디스플레이
2025-04-19,campaign_3,캠페인_3,Meta,45-54,모두,63816.047942915786,50653.82692744052,842607,18727,0.02222592150681096,346,0.018528265545923232,5099706.853766992,100.67762226676591,비디오,디스플레이
2025-04-20,campaign_3,캠페인_3,Meta,45-54,모두,20409.979620599446,18371.266132782373,353106,2336,0.006616045359501111,156,0.06708044023973483,5192297.51525655,282.631446179489,이미지,디스플레이
2025-04-21,campaign_3,캠페인_3,Meta,45-54,모두,64346.86760263692,52035.264639870904,594134,7319,0.012319342867622127,524,0.071613166926586,6332184.075940116,121.69024448639426,비디오,피드
2025-04-22,campaign_3,캠페인_3,Meta,45-54,모두,79566.26747484793,76572.26131431213,1134189,13668,0.012051561120069927,308,0.022604604281644,12333226.14383799,161.06650022013633,이미지,스토리
2025-04-23,campaign_3,캠페인_3,Meta,45-54,모두,95100.43695453033,70482.42421477022,1385947,21184,0.015285036249866542,686,0.032388857200642066,3629472.403066931,51.49471578910793,텍스트,피드
2025-04-24,campaign_3,캠페인_3,Meta,45-54,모두,41211.79952118646,30410.259983036598,440229,5206,0.01182692463505426,297,0.05713588241047976,5583720.360254132,183.6130425510612,비디오,피드
2025-04-25,campaign_3,캠페인_3,Meta,45-54,모두,76865.26669739254,76259.09233311251,1122674,9765,0.008698215382730393,352,0.03607222198507041,9135433.828272747,119.79468347679303,캐러셀,피드
2025-04-26,campaign_3,캠페인_3,Meta,45-54,모두,49498.47583772665,37524.15213177425,513208,7498,0.014610111892974103,738,0.09842693700222592,27182099.421322886,724.3894365918518,캐러셀,디스플레이
2025-04-27,campaign_3,캠페인_3,Meta,45-54,모두,66906.73301187973,57790.65176659646,752768,19430,0.025812332785578748,297,0.01528699461936189,3471885.6355621777,60.076942021425005,비디오,스토리
2025-04-28,campaign_3,캠페인_3,Meta,45-54,모두,21151.364482973244,16471.058294633764,204632,4756,0.02324632526026325,78,0.016529880179762733,2828709.365648022,171.73816733862265,텍스트,피드
2025-04-29,campaign_3,캠페인_3,Meta,45-54,모두,81008.10709375692,58273.475832610915,925675,5073,0.005481004119668352,440,0.08685389288692824,15340705.761078905,263.2536594375234,캐러셀,디스플레이
2025-04-30,campaign_3,캠페인_3,Meta,45-54,모두,91992.50818067901,76213.52812415699,1306867,28624,0.021903421098143677,1407,0.0491770675716681,26340083.39044845,345.609028196919,텍스트,피드
2025-05-01,campaign_3,캠페인_3,Meta,45-54,모두,19683.63426277353,16737.671507882424,281962,4087,0.014494935418826068,111,0.027203167121789842,2476324.77257036,147.94917987272973,캐러셀,검색
2025-05-02,campaign_3,캠페인_3,Meta,45-54,모두,12296.268374261217,11512.051622621695,227528,5361,0.02356379807458813,489,0.09128760730761973,11192446.319722118,972.2373288987396,텍스트,스토리
2025-05-03,campaign_3,캠페인_3,Meta,45-54,모두,49263.92340469902,40838.640118381176,672645,6918,0.010285289809029655,641,0.09266825440426789,8735909.10490491,213.9128305835272,비디오,피드
2025-05-04,campaign_3,캠페인_3,Meta,45-54,모두,35890.80009582953,35505.67080539806,462685,8118,0.017545591305575262,439,0.054117874536251616,4121577.5034795175,116.08223165446852,텍스트,스토리
2025-04-05,campaign_4,캠페인_4,Meta,25-34,모두,75585.33715663795,73715.13252747564,1055579,20033,0.018978253638996027,756,0.03778400391499055,7843092.5718507385,106.39732037282039,비디오,스토리
2025-04-06,campaign_4,캠페인_4,Meta,25-34,모두,69662.77319861935,66738.86394354461,760662,6149,0.008084701805957637,194,0.031681698526567215,2819837.1186321625,42.251799806144504,텍스트,피드
2025-04-07,campaign_4,캠페인_4,Meta,25-34,모두,21298.22169574157,15319.492487872278,261910,4709,0.017981517421124707,312,0.06642312807032517,15357614.686361847,1002.4884765941006,캐러셀,피드
2025-04-08,campaign_4,캠페인_4,Meta,25-34,모두,41605.10092465901,35672.14787509232,650811,15725,0.02416352193523051,1313,0.08352824921034376,33207925.259867515,930.9202623892064,캐러셀,디스플레이
2025-04-09,campaign_4,캠페인_4,Meta,25-34,모두,28496.836960986813,24435.15327102652,346758,8111,0.02339100110350763,670,0.08262771460742212,13548572.173604295,554.4705213561822,텍스트,스토리
2025-04-10,campaign_4,캠페인_4,Meta,25-34,모두,61095.83875478263,43332.155486201365,651988,12545,0.019241595045064293,933,0.07442675475774385,21595929.578287765,498.38115219458086,캐러셀,피드
2025-04-11,campaign_4,캠페인_4,Meta,25-34,모두,86998.80367213002,76108.71485389881,1314760,14582,0.011091580338283558,997,0.06840477605105877,10439135.255127644,137.16083992703076,이미지,스토리
2025-04-12,campaign_4,캠페인_4,Meta,25-34,모두,99723.44906518086,86446.23395157424,1170455,11114,0.009495836578065197,831,0.07483897491573159,35124753.77407541,406.3190745099633,비디오,스토리
2025-04-13,campaign_4,캠페인_4,Meta,25-34,모두,48789.450096632165,44553.58117606565,872241,8273,0.009485648921028707,311,0.03767656956689899,11441517.703289155,256.8035475773512,텍스트,스토리
2025-04-14,campaign_4,캠페인_4,Meta,25-34,모두,88508.73509460971,74910.38421296982,821356,11093,0.0135068514280236,720,0.0649440891350878,20154094.765292853,269.0427365583238,캐러셀,스토리
2025-04-15,campaign_4,캠페인_4,Meta,25-34,모두,78857.25420036537,77401.99038705211,1207702,14027,0.011615174896714,472,0.03372062086265855,15647992.337268287,202.16524483440028,이미지,피드
2025-04-16,campaign_4,캠페인_4,Meta,25-34,모두,71731.89516006998,54549.98188603276,1001650,28451,0.028404831689283396,554,0.019477541648608085,13749361.156075459,252.05070067302648,비디오,피드
2025-04-17,campaign_4,캠페인_4,Meta,25-34,모두,59223.07563501218,55520.15489138764,869434,25550,0.02938727256523574,875,0.034257729345541055,26165801.207190398,471.28472999359866,캐러셀,피드
2025-04-18,campaign_4,캠페인_4,Meta,25-34,모두,97421.66018788262,92160.61492148678,1283758,29282,0.022810147736838496,837,0.02859326919651132,8782371.387157833,95.29419258584252,비디오,디스플레이
2025-04-19,campaign_4,캠페인_4,Meta,25-34,모두,42985.42442627692,36019.527673789366,379622,5964,0.015710671740045805,175,0.029346460717435532,8295606.523685475,230.30858702020151,이미지,스토리
2025-04-20,campaign_4,캠페인_4,Meta,25-34,모두,13549.050156700552,12934.52944890315,184194,3692,0.020047216476429763,57,0.015523315396139667,2803493.3708441663,216.7449060995337,텍스트,피드
2025-04-21,campaign_4,캠페인_4,Meta,25-34,모두,64544.129892894765,49553.752926109955,908162,17376,0.019133411435871224,814,0.04684756421589823,14857743.562683783,299.8308439895218,이미지,디스플레이
2025-04-22,campaign_4,캠페인_4,Meta,25-34,모두,37092.01165771508,30557.449745774913,318347,7302,0.02293945749663398,93,0.012846545184344908,3588205.188446017,117.4248904374668,이미지,검색
2025-04-23,campaign_4,캠페인_4,Meta,25-34,모두,55231.78432472199,42703.85516076391,831740,20534,0.02468849917946633,558,0.027213841550646475,25925749.16938019,607.1055896892569,텍스트,검색
2025-04-24,campaign_4,캠페인_4,Meta,25-34,모두,25170.42578158686,23946.69850851087,414645,7048,0.01699995901118363,131,0.01871962053420257,4076607.5796254077,170.23672712864968,텍스트,디스플레이
2025-04-25,campaign_4,캠페인_4,Meta,25-34,모두,20236.90167152053,14953.517226913455,162019,3147,0.019424364562929418,276,0.08790128710719615,5581977.565120323,373.28860363860326,이미지,디스플레이
2025-04-26,campaign_4,캠페인_4,Meta,25-34,모두,25748.36737876146,23597.63072141731,248685,1736,0.006980925247060728,39,0.022528349692162317,1426094.4238035125,60.43379696204768,텍스트,디스플레이
2025-04-27,campaign_4,캠페인_4,Meta,25-34,모두,48979.7489085265,39054.01207051474,487072,9722,0.0199613750238925,715,0.07363328095616785,35434530.0224477,907.3211212837284,이미지,스토리
2025-04-28,campaign_4,캠페인_4,Meta,25-34,모두,64244.20446438728,51293.65878036554,556825,13759,0.024711253134473914,1108,0.0805568659077902,8792477.016395055,171.41450279543494,이미지,디스플레이
2025-04-29,campaign_4,캠페인_4,Meta,25-34,모두,47544.32146582019,37490.44716780173,568080,7045,0.012401883534216663,285,0.04048784931557598,7929406.74693073,211.50472576226875,텍스트,디스플레이
2025-04-30,campaign_4,캠페인_4,Meta,25-34,모두,99659.37484523111,74866.91481713176,1334412,38147,0.028587694622606005,482,0.012660349482179926,19755091.732618865,263.86945129062957,캐러셀,스토리
2025-05-01,campaign_4,캠페인_4,Meta,25-34,모두,53987.69314413221,52706.79035535198,698846,15148,0.021677151910936245,429,0.028369774234540297,20503761.65421767,389.01556167583385,비디오,스토리
2025-05-02,campaign_4,캠페인_4,Meta,25-34,모두,96739.6904871194,93051.58146307373,1403166,30540,0.021765270878386294,2826,0.09253940061893295,51449351.808112696,552.9121697789702,캐러셀,스토리
2025-05-03,campaign_4,캠페인_4,Meta,25-34,모두,48870.88607001033,34548.91873810745,584745,11483,0.01963792267831431,609,0.053093489247228155,16781651.89907024,485.73595099403445,이미지,스토리
2025-05-04,campaign_4,캠페인_4,Meta,25-34,모두,14823.087319051981,10870.81219518064,111291,1070,0.009621043873020936,38,0.03579250831049613,1288379.8819422983,118.51735259610832,캐러셀,피드
2025-04-05,campaign_5,캠페인_5,Naver,18-24,여성,39844.19844014851,36926.09476123388,578950,11540,0.019932823491503233,1075,0.09316245070239736,25408961.812067445,688.1031415957513,캐러셀,디스플레이
2025-04-06,campaign_5,캠페인_5,Naver,18-24,여성,11791.567426563368,10203.67775280924,146466,1838,0.012553237957190242,176,0.0959120014524276,4882381.070498842,478.4922837409915,캐러셀,디스플레이
2025-04-07,campaign_5,캠페인_5,Naver,18-24,여성,57799.346648262865,54976.34744238894,828519,23331,0.028160618732383114,1414,0.06061117224764808,29755666.686810866,541.2448820466393,이미지,스토리
2025-04-08,campaign_5,캠페인_5,Naver,18-24,여성,44169.04931038042,31564.80950751133,403406,3439,0.008526403059375277,94,0.027556973268648574,1968132.7007040195,62.3521171650243,텍스트,스토리
2025-04-09,campaign_5,캠페인_5,Naver,18-24,여성,85575.28090750208,65284.851678368424,1144345,32414,0.02832539738977461,2412,0.074413014219657,41231364.33057784,631.5609711990737,비디오,디스플레이
2025-04-10,campaign_5,캠페인_5,Naver,18-24,여성,45498.36570652622,42161.82956084186,451021,7109,0.01576228381933858,177,0.024933730957387976,4543422.506751631,107.76151210884291,텍스트,피드
2025-04-11,campaign_5,캠페인_5,Naver,18-24,여성,12319.692954730031,11533.435323425736,187740,2521,0.013432328340633005,115,0.045832664554074046,4246817.617744383,368.2179245518122,텍스트,피드
2025-04-12,campaign_5,캠페인_5,Naver,18-24,여성,20952.639146561833,17429.282438315622,236051,5758,0.024396062389136948,485,0.08429342306574847,12208154.041269023,700.4392799574615,텍스트,디스플레이
2025-04-13,campaign_5,캠페인_5,Naver,18-24,여성,32582.345819284456,27517.654065132097,462669,3651,0.007893226760156136,149,0.04103381766512294,6917881.647897185,251.39794371726273,캐러셀,검색
2025-04-14,campaign_5,캠페인_5,Naver,18-24,여성,16485.79951405348,15355.188647616744,230645,4827,0.020930243161022415,443,0.09183421713688346,7425727.43430554,483.597278074345,이미지,검색
2025-04-15,campaign_5,캠페인_5,Naver,18-24,여성,98770.37136930115,73437.56115989975,1047412,20230,0.019314982628239854,243,0.012017294046619997,10784609.342894223,146.8541325795431,캐러셀,스토리
2025-04-16,campaign_5,캠페인_5,Naver,18-24,여성,27230.51155223322,19310.792335412614,286065,5092,0.017800347966254865,186,0.03655531058014824,2420547.666927816,125.3468850415296,비디오,디스플레이
2025-04-17,campaign_5,캠페인_5,Naver,18-24,여성,37523.60267793424,28098.132444150226,329028,6119,0.018598362701379018,381,0.062343835401004695,6886211.204137202,245.07718503443985,캐러셀,디스플레이
2025-04-18,campaign_5,캠페인_5,Naver,18-24,여성,85942.50996984504,65051.61715083606,729408,12785,0.017528005402088164,824,0.06450225944479991,33881140.597442545,520.8347168200582,캐러셀,디스플레이
2025-04-19,campaign_5,캠페인_5,Naver,18-24,여성,33980.77833924578,31741.700551232654,357504,8590,0.02402976120506206,307,0.035808618696352185,3985820.2484806185,125.57046973735103,캐러셀,검색
2025-04-20,campaign_5,캠페인_5,Naver,18-24,여성,30282.959721116375,21537.069730708492,319729,7400,0.02314536749703795,111,0.015066091631955318,5406775.291157218,251.04507524753944,비디오,검색
2025-04-21,campaign_5,캠페인_5,Naver,18-24,여성,11868.301687405845,9569.405741036167,106675,1217,0.011414498584919816,106,0.08737329535357367,5121869.946820362,535.2338572975765,캐러셀,디스플레이
2025-04-22,campaign_5,캠페인_5,Naver,18-24,여성,39640.650890330464,29085.849639475015,485943,9117,0.018762209835233287,261,0.028733943441006493,7764151.895805748,266.93914711256434,비디오,스토리
2025-04-23,campaign_5,캠페인_5,Naver,18-24,여성,83783.21770933858,71185.60992267412,1292971,10213,0.00789926709510718,222,0.02174790762458294,3917114.355507417,55.026772401928014,텍스트,디스플레이
2025-04-24,campaign_5,캠페인_5,Naver,18-24,여성,40022.360719019125,29527.852056632037,396231,10829,0.027332350954863426,763,0.07053493688615291,28431542.667644363,962.8720237799539,텍스트,디스플레이
